epoch,accuracy,loss,val_accuracy,val_loss
0,0.11739999800920486,2.3064892292022705,0.14740000665187836,2.2566306591033936
1,0.16830000281333923,2.2380754947662354,0.21799999475479126,2.187497854232788
2,0.22696666419506073,2.172226667404175,0.2957000136375427,2.121674060821533
3,0.28876665234565735,2.1091437339782715,0.3614000082015991,2.0586185455322266
4,0.3484833240509033,2.048856019973755,0.4277999997138977,1.9979369640350342
