timestamp	step	loss
1651005963169	6	2.3462729454040527
1651005974308	7	2.169138193130493
1651005985775	8	2.08247447013855
1651005996578	9	1.884981393814087
1651006007760	10	2.1960153579711914
1651006018495	11	1.8895779848098755
1651006029593	12	1.3949280977249146
1651006040566	13	1.6361356973648071
1651006051499	14	1.2490187883377075
